pagina,titulo,url
20,Recorridos Patrimoniales Centro de Extensión Duoc UC Valparaíso,https://www.diadelospatrimonios.cl/actividad/recorridos-patrimoniales-centro-de-extension-duoc-uc-valparaiso
20,"Tertulia Gastronómica ""Recetas con Historia""",https://www.diadelospatrimonios.cl/actividad/tertulia-gastronomica-recetas-con-historia
20,Los tesoros de Violeta,https://www.diadelospatrimonios.cl/actividad/los-tesoros-de-violeta
20,"Taller ""Construcción de juguete tradicional: Maromero de circo""",https://www.diadelospatrimonios.cl/actividad/taller-construccion-de-juguete-tradicional-maromero-de-circo
21,Dia De Los Patrimonios En La Localidad De Sierra Gorda,https://www.diadelospatrimonios.cl/actividad/dia-de-los-patrimonios-en-la-localidad-de-sierra-gorda
21,Día de los Patrimonios 2025: arquitectura educacional en el paisaje cordillerano,https://www.diadelospatrimonios.cl/actividad/dia-de-los-patrimonios-2025-arquitectura-educacional-en-el-paisaje-cordillerano
21,"Exhibición ""Cromix, un viaje al pasado""",https://www.diadelospatrimonios.cl/actividad/exhibicion-cromix-un-viaje-al-pasado
21,Recorrido por las Memorias del Sitio y exposicion 30 años,https://www.diadelospatrimonios.cl/actividad/recorrido-por-las-memorias-del-sitio-y-exposicion-30-anos
21,"Exhibición ""Oficio de tradición, serigrafía""",https://www.diadelospatrimonios.cl/actividad/exhibicion-oficio-de-tradicion-serigrafia
21,"Concierto de bolsillo, Orquesta de estudiantes de Duoc UC",https://www.diadelospatrimonios.cl/actividad/concierto-de-bolsillo-orquesta-de-estudiantes-de-duoc-uc
21,Taller de Huertas medicinales,https://www.diadelospatrimonios.cl/actividad/taller-de-huertas-medicinales
21,Taller de nudos marineros,https://www.diadelospatrimonios.cl/actividad/taller-de-nudos-marineros
22,Dia De Los Patrimonios En La Localidad De Baquedano,https://www.diadelospatrimonios.cl/actividad/dia-de-los-patrimonios-en-la-localidad-de-baquedano
22,Los Potreros de la Muerte,https://www.diadelospatrimonios.cl/actividad/los-potreros-de-la-muerte
22,"Sewell, ciudad de ensueños",https://www.diadelospatrimonios.cl/actividad/sewell-ciudad-de-ensuenos
22,Día del Patrimonio en la Sede Central de Bomberos de Chile,https://www.diadelospatrimonios.cl/actividad/dia-del-patrimonio-en-la-sede-central-de-bomberos-de-chile
22,"Obra de teatro ""Toesca, el grandioso arquitecto""",https://www.diadelospatrimonios.cl/actividad/obra-de-teatro-toesca-el-grandioso-arquitecto
22,Recorridos Guiados Por El Musa,https://www.diadelospatrimonios.cl/actividad/recorridos-guiados-por-el-musa
22,Apertura de puertas de Restaurante Pizzería La Serrana Inmueble de conservación Histórica estilo Francés,https://www.diadelospatrimonios.cl/actividad/apertura-de-puertas-de-restaurante-pizzeria-la-serrana-inmueble-de-conservacion-historica
22,Capsulas Audiovisuales Matriarcas Diaguitas Alto del Caremn,https://www.diadelospatrimonios.cl/actividad/capsulas-audiovisuales-matriarcas-diaguitas-alto-del-caremn
23,Visita Guiada Museo y Cuartel General,https://www.diadelospatrimonios.cl/actividad/visita-guiada-museo-y-cuartel-general
23,El mundo en movimiento. Animales en el arte popular,https://www.diadelospatrimonios.cl/actividad/el-mundo-en-movimiento-animales-en-el-arte-popular
23,Taller de Talabatería en cuero de pescado,https://www.diadelospatrimonios.cl/actividad/taller-de-talabateria-en-cuero-de-pescado
23,Masterclass: Telar mapuche,https://www.diadelospatrimonios.cl/actividad/masterclass-telar-mapuche
23,Pinta - Aconcagua,https://www.diadelospatrimonios.cl/actividad/pinta-aconcagua
23,Cuenta Cuento,https://www.diadelospatrimonios.cl/actividad/cuenta-cuento
23,Teletón Puertas Abiertas,https://www.diadelospatrimonios.cl/actividad/teleton-puertas-abiertas
23,Expo Postales: dos caras de una emoción,https://www.diadelospatrimonios.cl/actividad/expo-postales-dos-caras-de-una-emocion
24,Apertuta Comunitaria Instituto Teletón de Temuco,https://www.diadelospatrimonios.cl/actividad/apertuta-comunitaria-instituto-teleton-de-temuco
24,Teletón Puertas Abiertas,https://www.diadelospatrimonios.cl/actividad/teleton-puertas-abiertas-0
24,Recorrido en bus patrimonial Monumentos Nacionales,https://www.diadelospatrimonios.cl/actividad/recorrido-en-bus-patrimonial-monumentos-nacionales
24,Premiación concurso Dibuja Tu Patrimonio,https://www.diadelospatrimonios.cl/actividad/premiacion-concurso-dibuja-tu-patrimonio
24,Exposición Museo del Cáñamo,https://www.diadelospatrimonios.cl/actividad/exposicion-museo-del-canamo
24,Museo Virtual Histórico De La Revista Trauko,https://www.diadelospatrimonios.cl/actividad/museo-virtual-historico-de-la-revista-trauko
24,Entre Cepas e Historia Encuentro Patrimonial Quinta Rosa 2025,https://www.diadelospatrimonios.cl/actividad/entre-cepas-e-historia-encuentro-patrimonial-quinta-rosa-2025
24,"Visita Oficina Regional "" Sin memoria no hay identidad""",https://www.diadelospatrimonios.cl/actividad/visita-oficina-regional-sin-memoria-no-hay-identidad
25,Exposición fotográfica patrimonial: población Lo Valledor Norte,https://www.diadelospatrimonios.cl/actividad/exposicion-fotografica-patrimonial-poblacion-lo-valledor-norte
25,Instituto Teletón del Maule abierto a la comunidad.,https://www.diadelospatrimonios.cl/actividad/instituto-teleton-del-maule-abierto-la-comunidad
25,Feria de los Patrimonios,https://www.diadelospatrimonios.cl/actividad/feria-de-los-patrimonios
